,1 Accurate Long Balls,1 Corners,1 Dribbles Attempted,1 Dribbles Succeeded,1 Fouls Conceded,1 Goals,1 Interceptions,1 Long Balls,1 Offsides,1 Pass Completion,1 Possession,1 Red Cards,1 Shots,1 Shots Blocked,1 Shots woodwork,1 Tackles Attempted,1 Throws,1 Total Passes,1 Total Shots on Target,1 Total xG,1 Yellow Cards,2 Accurate Long Balls,2 Corners,2 Dribbles Attempted,2 Dribbles Succeeded,2 Fouls Conceded,2 Goals,2 Interceptions,2 Long Balls,2 Offsides,2 Pass Completion,2 Possession,2 Red Cards,2 Shots,2 Shots Blocked,2 Shots woodwork,2 Tackles Attempted,2 Throws,2 Total Passes,2 Total Shots on Target,2 Total xG,2 Yellow Cards,winner,fh winner
111,10,1,16,10,8,1,3,18,1,0.842,0.344,0,3,0,0,3,7,196,1,0.739,0,15,1,10,8,4,2,4,27,2,0.901,0.656,0,10,4,1,13,7,374,5,2.934,0,2,2
112,12,3,6,4,5,1,4,18,0,0.871,0.483,0,7,0,0,2,5,264,3,1.354,2,16,3,3,3,6,1,4,32,0,0.834,0.517,0,6,1,0,7,7,283,3,0.492,2,1,0
113,23,0,14,4,5,3,5,36,2,0.859,0.71,0,8,1,0,12,14,391,6,1.936,0,14,1,6,2,10,0,16,27,2,0.719,0.29,0,4,0,0,15,9,160,2,0.136,0,1,1
114,20,1,14,10,6,1,2,28,0,0.926,0.809,0,4,0,0,5,13,528,1,0.252,0,9,0,2,1,9,0,7,26,0,0.68,0.191,0,2,1,0,10,7,125,0,0.551,1,1,1
115,7,3,7,4,8,0,11,18,1,0.762,0.229,0,5,3,0,12,5,126,1,0.686,1,22,6,9,7,3,1,1,32,0,0.915,0.771,0,10,5,1,7,9,424,1,1.395,1,0,2
116,12,1,8,7,4,0,3,20,1,0.873,0.502,0,3,2,0,3,7,299,0,0.546,3,25,4,7,6,9,0,5,39,0,0.838,0.498,0,12,5,0,6,11,297,3,0.65,0,0,0
117,19,3,8,6,1,2,3,27,0,0.88,0.506,0,4,1,0,10,10,326,2,0.177,1,26,3,8,6,6,1,2,36,1,0.884,0.494,0,6,3,0,9,12,318,1,0.176,0,1,1
118,11,1,7,5,2,1,3,26,0,0.809,0.283,0,6,0,0,6,2,173,3,0.962,1,18,4,14,8,4,3,1,23,2,0.907,0.717,0,8,2,0,3,7,439,5,0.865,0,2,2
119,10,2,7,4,9,0,0,22,1,0.776,0.358,0,4,3,0,4,17,196,0,0.213,0,22,1,7,4,8,1,2,32,2,0.889,0.642,0,6,0,0,5,11,351,5,2.02,1,1,2
120,18,6,12,10,9,4,5,24,2,0.887,0.66,0,12,2,1,8,7,372,8,1.737,1,16,1,8,4,5,1,5,28,0,0.786,0.34,0,3,0,0,10,4,192,1,0.418,0,1,1
121,17,5,8,4,5,1,2,27,1,0.887,0.552,0,7,1,0,5,5,328,2,1.012,0,14,1,5,3,5,1,3,23,1,0.838,0.448,0,4,1,0,8,6,266,2,0.599,0,0,0
122,18,5,15,14,4,2,6,25,0,0.894,0.693,0,11,1,1,7,6,424,4,2.306,0,8,1,4,1,6,0,5,20,2,0.766,0.307,0,0,0,0,3,5,188,0,0.0,0,1,1
123,20,1,5,2,6,0,6,31,2,0.834,0.271,0,5,0,0,9,3,187,4,1.037,0,16,0,8,3,8,0,1,19,0,0.944,0.729,0,3,1,0,5,11,504,1,0.083,2,1,0
124,26,8,16,11,1,0,1,38,0,0.885,0.783,0,8,3,1,5,11,444,0,0.345,0,12,2,4,3,5,1,6,30,0,0.667,0.217,0,5,0,0,7,8,123,3,0.26,0,2,2
125,21,1,10,7,5,0,4,32,1,0.803,0.363,0,4,3,0,5,5,203,0,0.218,0,21,1,12,9,7,3,0,26,0,0.91,0.637,0,12,0,3,8,8,356,6,2.287,0,2,2
126,17,2,12,9,5,0,2,22,2,0.855,0.712,0,7,2,0,5,11,415,2,0.331,1,20,1,10,6,10,0,7,34,0,0.75,0.288,0,6,2,0,7,9,168,0,0.623,0,1,0
127,11,1,11,8,7,0,6,32,0,0.71,0.271,0,4,2,0,3,6,162,1,0.478,1,22,3,6,5,10,1,5,26,0,0.901,0.729,0,7,3,0,6,6,435,3,1.218,1,2,2
128,10,2,11,6,6,0,5,27,2,0.837,0.585,0,7,1,0,13,5,344,3,0.589,2,10,1,6,2,5,0,4,26,2,0.779,0.415,0,4,2,0,7,13,244,1,0.328,0,1,0
129,21,5,6,5,3,0,4,29,2,0.884,0.748,0,3,1,0,6,11,474,0,0.337,0,18,1,3,1,9,0,7,36,0,0.706,0.252,0,3,1,1,10,3,160,1,0.526,1,1,0
130,19,2,13,8,9,1,2,27,0,0.918,0.716,0,7,2,0,9,4,391,3,0.306,0,13,1,5,5,7,1,2,21,1,0.768,0.284,0,4,3,0,11,8,155,1,0.911,1,0,0
131,12,0,8,5,9,2,3,17,0,0.902,0.594,0,4,0,0,4,6,326,4,0.952,2,17,0,2,2,11,1,6,30,1,0.803,0.406,0,2,0,0,6,8,223,1,0.147,1,1,1
132,19,2,12,8,8,3,2,27,0,0.862,0.647,0,11,3,0,8,11,326,5,1.291,0,8,2,6,3,7,1,6,23,1,0.747,0.353,0,4,1,0,6,10,178,1,0.572,1,1,1
133,5,2,9,7,3,0,7,19,2,0.747,0.308,0,6,2,0,6,11,186,3,0.357,0,25,2,7,7,4,2,6,29,0,0.895,0.692,0,5,2,0,6,5,418,2,0.675,1,2,2
134,18,1,6,5,9,1,9,29,1,0.713,0.252,0,2,0,0,11,3,136,1,0.072,1,27,3,11,6,5,0,2,32,0,0.921,0.748,0,8,2,1,3,9,404,3,0.42,0,0,1
135,18,2,5,3,7,0,9,36,2,0.769,0.371,0,2,1,0,5,8,225,0,0.078,1,25,2,13,8,5,0,5,35,0,0.853,0.629,0,4,1,0,5,11,381,2,0.174,1,0,0
136,19,3,5,2,8,0,10,25,0,0.894,0.422,0,5,0,0,7,3,301,1,0.424,1,19,1,7,5,6,0,5,26,0,0.91,0.578,0,6,2,0,5,9,413,3,0.761,0,1,0
137,19,2,1,1,8,0,5,38,0,0.752,0.428,0,4,0,0,5,6,218,0,0.306,1,20,1,8,5,9,1,2,30,3,0.835,0.572,0,3,1,0,6,9,291,1,0.403,0,2,2
138,7,0,3,2,9,2,4,16,0,0.848,0.295,0,6,2,0,6,7,151,3,1.074,2,22,2,5,4,11,2,0,33,3,0.895,0.705,0,3,0,0,7,4,361,3,1.084,3,2,0
139,14,2,8,6,12,1,7,29,1,0.693,0.292,0,5,0,0,7,8,150,1,0.846,0,12,2,9,3,6,0,1,16,0,0.879,0.708,0,3,2,0,10,14,364,0,0.338,1,1,1
140,12,0,6,1,7,1,3,29,1,0.651,0.233,0,6,0,0,8,8,126,2,0.251,1,15,3,16,11,6,0,1,26,1,0.85,0.767,0,4,2,0,7,17,414,2,0.127,1,2,1
141,16,0,11,5,4,2,3,30,1,0.875,0.767,0,6,1,0,4,8,392,4,0.948,0,8,1,2,0,15,0,10,25,1,0.588,0.233,0,2,1,0,7,7,119,0,0.219,0,1,1
142,12,5,6,3,10,0,10,25,0,0.776,0.355,0,10,3,0,11,12,205,2,0.99,2,24,4,6,5,4,0,3,34,0,0.877,0.645,0,6,3,1,7,11,373,1,0.721,2,2,0
143,30,1,6,5,6,2,6,39,4,0.907,0.738,0,4,1,0,4,8,460,2,0.346,0,13,1,7,5,8,0,4,27,1,0.767,0.262,0,1,0,0,5,5,163,0,0.109,0,1,1
144,9,4,12,7,4,0,3,11,0,0.926,0.805,0,8,3,0,6,11,517,2,0.648,0,12,0,5,1,11,0,2,26,2,0.712,0.195,0,1,0,0,10,6,125,0,0.024,1,1,0
145,16,3,17,11,4,3,4,25,1,0.896,0.566,0,7,1,0,7,5,307,4,1.049,1,17,7,6,5,7,0,4,23,2,0.834,0.434,0,8,1,0,13,4,235,3,0.671,2,1,1
146,15,1,12,7,11,0,3,30,1,0.73,0.282,0,5,1,0,6,17,174,3,0.15,1,22,0,14,11,5,1,5,28,3,0.901,0.718,0,5,0,1,10,8,443,2,0.285,0,1,2
147,16,3,10,6,4,2,3,24,1,0.875,0.566,0,9,1,0,5,14,280,4,0.989,0,9,6,7,4,7,0,3,20,4,0.781,0.434,0,7,1,1,13,5,215,1,0.445,0,1,1
148,11,0,6,3,13,0,6,20,1,0.807,0.354,0,1,1,0,17,10,212,0,0.033,1,10,3,18,11,6,0,6,15,0,0.907,0.646,0,2,1,0,6,2,387,0,0.101,1,0,0
149,19,4,6,3,6,0,9,25,2,0.806,0.373,0,7,1,0,11,7,217,1,0.603,0,19,2,14,9,5,3,4,27,2,0.882,0.627,0,9,2,2,13,6,364,5,1.52,0,2,2
150,11,2,6,3,9,2,5,24,1,0.745,0.375,0,7,3,0,9,8,200,2,0.662,0,11,2,10,5,11,1,6,22,2,0.865,0.625,0,5,2,0,7,14,334,3,0.264,1,2,1
151,26,3,18,11,10,2,13,33,2,0.858,0.593,0,5,1,0,4,10,323,3,0.891,0,15,3,13,9,8,0,12,25,0,0.797,0.407,0,4,1,0,10,6,222,1,0.404,0,1,1
152,19,0,5,2,9,1,2,26,0,0.734,0.2,0,6,0,0,9,2,109,1,1.15,0,37,2,11,6,4,2,1,42,1,0.927,0.8,0,6,1,0,6,5,437,5,1.273,2,2,2
153,12,1,12,6,8,1,5,21,1,0.886,0.609,0,7,5,0,11,9,367,2,1.157,0,10,2,8,6,13,0,11,25,2,0.763,0.391,0,2,1,0,13,7,236,0,0.041,2,1,1
154,5,2,5,2,7,0,6,23,0,0.828,0.56,0,8,5,0,10,6,314,1,0.723,0,15,4,4,1,4,2,7,28,2,0.846,0.44,0,6,2,0,9,5,247,4,1.079,0,2,2
155,11,5,4,3,9,0,5,29,1,0.749,0.358,0,6,2,0,9,9,199,2,0.77,0,18,4,10,4,5,0,0,30,2,0.868,0.642,0,5,3,0,8,4,357,1,0.414,0,0,0
156,19,3,10,7,8,1,6,28,3,0.835,0.579,0,5,1,0,7,6,346,3,0.312,0,14,0,5,2,8,0,4,28,0,0.833,0.421,0,2,0,0,4,3,252,1,0.526,1,1,1
157,30,3,7,6,2,0,0,34,0,0.888,0.78,0,11,0,1,4,7,429,2,1.234,0,5,1,5,2,8,0,8,20,0,0.678,0.22,0,1,0,0,4,3,121,0,0.096,1,1,0
158,8,4,12,7,3,1,6,15,0,0.891,0.685,0,9,1,1,4,9,393,4,1.341,2,12,0,4,2,4,2,5,23,0,0.773,0.315,0,6,0,1,12,9,181,4,1.764,0,0,2
159,19,1,30,20,8,1,4,30,0,0.857,0.708,0,6,1,0,4,16,405,2,0.53,1,13,0,5,4,14,0,12,36,0,0.647,0.292,0,1,1,0,13,4,167,0,0.014,3,1,1
160,18,3,18,8,3,0,2,24,0,0.895,0.647,0,8,2,1,6,13,430,3,1.06,0,8,0,11,7,10,0,7,22,0,0.813,0.353,0,4,1,0,11,1,235,1,0.173,1,1,0
161,20,4,11,6,7,0,6,30,1,0.848,0.568,0,8,3,0,8,13,289,1,0.641,1,16,2,8,4,7,2,10,28,1,0.832,0.432,0,8,0,0,12,6,220,4,1.076,1,2,2
162,19,3,18,16,7,0,1,30,0,0.893,0.681,0,13,2,1,15,10,382,7,1.41,1,11,1,8,3,8,0,2,28,0,0.754,0.319,0,0,0,0,12,8,179,0,0.0,0,1,0
163,18,6,23,15,6,1,6,20,1,0.926,0.741,0,9,2,0,7,6,471,5,0.637,1,12,0,13,10,11,0,4,18,0,0.794,0.259,0,6,3,1,11,6,165,2,0.418,2,1,1
164,13,1,6,2,7,0,2,29,0,0.808,0.435,0,8,3,0,9,3,224,2,0.87,1,9,2,9,5,6,1,0,23,2,0.842,0.565,0,4,1,0,9,12,291,2,0.755,3,2,2
165,9,0,10,5,8,0,6,25,1,0.62,0.19,0,1,0,0,11,7,108,0,0.008,0,20,2,13,8,5,0,1,32,1,0.896,0.81,0,9,4,0,9,12,460,3,0.737,0,2,0
166,9,4,6,4,4,3,3,12,1,0.895,0.666,0,14,3,1,7,7,361,7,1.464,0,12,3,2,2,8,2,3,29,0,0.751,0.334,0,5,1,0,8,4,181,4,1.285,1,1,1
167,21,2,4,0,9,2,4,47,0,0.742,0.418,0,10,0,0,3,13,225,6,0.581,1,15,1,5,5,2,2,4,26,5,0.872,0.582,0,5,1,0,10,5,313,2,0.73,1,0,0
168,13,1,8,4,5,1,2,24,5,0.854,0.604,0,2,0,0,8,8,350,1,0.448,0,21,2,6,3,9,0,8,40,1,0.764,0.396,0,6,2,0,8,9,229,0,0.19,0,1,1
169,15,7,9,4,4,1,1,21,4,0.879,0.683,0,6,0,0,9,6,330,3,1.02,0,19,1,4,1,11,1,3,31,1,0.778,0.317,0,2,0,0,11,6,153,1,0.133,0,1,0
170,11,6,13,6,7,0,7,22,0,0.781,0.405,0,7,4,1,10,7,196,2,0.516,1,11,2,14,10,6,2,5,21,2,0.861,0.595,0,7,1,0,11,8,288,3,0.669,2,2,2
171,30,2,7,5,3,1,7,34,0,0.915,0.851,0,6,1,0,2,9,527,4,0.896,0,6,1,5,3,7,0,5,19,1,0.511,0.149,0,4,0,0,10,7,92,0,0.405,1,1,1
172,26,2,21,18,4,0,5,35,0,0.831,0.669,0,8,0,0,8,11,350,4,1.1,0,12,3,8,5,12,1,9,36,2,0.642,0.331,0,5,1,0,10,6,173,2,0.627,0,0,2
173,15,3,13,7,5,1,3,23,1,0.922,0.702,1,6,1,0,7,5,434,5,0.442,2,13,2,7,3,6,1,8,25,1,0.783,0.298,0,5,1,0,11,6,184,3,0.511,2,0,0
174,18,3,10,7,9,1,3,23,0,0.844,0.412,0,8,2,1,7,7,225,4,1.38,2,16,2,6,5,7,2,2,27,2,0.891,0.588,0,8,1,1,7,12,321,6,1.703,2,0,2
175,7,0,7,4,6,1,15,24,1,0.791,0.328,0,2,0,0,14,12,191,1,0.082,1,25,4,14,5,4,0,4,29,0,0.89,0.672,0,3,0,0,11,9,392,1,0.281,0,2,1
176,15,2,5,4,6,1,8,29,0,0.748,0.242,0,6,1,0,3,5,159,3,1.299,1,19,1,11,10,4,1,6,24,1,0.902,0.758,0,4,1,0,3,8,498,2,0.183,0,0,0
177,12,3,8,5,11,0,3,24,0,0.813,0.47,0,10,4,0,9,5,235,1,0.63,0,13,4,7,6,8,1,4,24,1,0.857,0.53,0,6,0,0,5,7,265,3,1.415,1,2,2
178,10,2,6,5,6,0,7,30,1,0.662,0.269,0,2,0,0,7,2,133,2,0.037,0,15,6,9,7,4,0,0,29,0,0.848,0.731,0,7,1,0,3,9,362,2,0.602,0,2,0
179,18,4,16,8,7,0,4,25,0,0.852,0.701,0,6,3,0,13,13,364,0,0.425,0,12,2,10,5,7,0,8,23,1,0.697,0.299,0,1,0,0,15,9,155,1,0.04,0,1,0
180,9,2,12,9,9,2,11,15,1,0.885,0.618,0,9,3,1,7,6,357,1,1.343,0,14,0,10,7,7,0,6,27,0,0.805,0.382,0,1,1,0,8,6,221,0,0.149,0,1,1
181,14,2,13,9,3,3,4,19,1,0.901,0.595,0,9,2,0,6,7,364,4,2.116,0,8,2,7,4,6,0,5,19,0,0.847,0.405,0,5,2,0,8,7,248,3,0.183,1,1,1
182,21,5,14,10,3,2,9,33,1,0.831,0.565,0,4,0,0,5,7,296,4,1.025,0,22,3,4,2,8,0,8,47,1,0.75,0.435,0,7,2,0,10,9,228,3,0.452,0,1,1
183,22,4,7,5,10,0,7,33,2,0.833,0.527,0,8,2,1,5,9,287,2,0.39,0,18,3,14,9,2,0,9,28,1,0.837,0.473,0,4,2,0,6,3,258,2,0.256,1,2,0
184,12,1,12,6,3,2,4,17,2,0.895,0.743,0,11,2,0,4,7,361,6,1.023,0,12,3,6,4,10,0,3,25,2,0.664,0.257,0,4,2,0,8,4,125,0,0.27,2,1,1
185,18,2,15,10,3,2,6,30,0,0.874,0.618,0,12,1,3,7,7,325,7,1.532,0,8,1,4,3,6,0,5,25,1,0.716,0.382,0,0,0,0,8,5,201,0,0.0,1,1,1
186,20,1,3,3,12,0,9,37,0,0.788,0.415,0,4,0,0,8,7,226,1,0.335,0,21,0,8,8,6,0,2,31,3,0.834,0.585,0,5,0,0,6,14,319,2,0.499,1,2,0
187,19,4,9,7,4,0,6,27,1,0.835,0.454,0,8,3,0,5,6,254,2,0.392,2,19,1,8,4,6,0,7,34,0,0.853,0.546,0,5,1,1,8,10,306,1,0.166,0,1,0
188,33,4,8,4,7,0,7,53,2,0.758,0.496,0,8,1,1,4,6,265,2,0.308,0,13,0,12,7,3,1,5,33,4,0.784,0.504,0,4,1,1,6,7,269,2,1.016,0,2,2
189,10,2,5,3,3,1,8,16,0,0.881,0.666,0,4,0,0,7,11,361,2,0.6,1,7,3,5,5,6,0,3,14,0,0.796,0.334,0,10,4,0,6,3,181,4,1.172,1,1,1
190,16,1,8,4,5,1,1,26,3,0.887,0.585,1,4,1,0,3,4,345,1,0.512,1,26,0,6,5,8,1,4,33,1,0.89,0.415,0,9,1,0,4,2,245,3,1.617,2,0,0
191,18,2,10,5,7,0,15,31,3,0.724,0.355,0,6,3,0,11,6,174,2,0.634,1,12,3,15,13,6,1,4,30,2,0.81,0.645,0,11,5,2,7,9,316,3,1.169,0,2,2
192,31,5,16,9,7,2,2,41,0,0.867,0.736,0,10,2,0,5,8,384,5,1.477,1,9,2,6,3,8,0,6,28,1,0.587,0.264,0,3,1,1,11,9,138,0,0.129,1,1,1
193,25,2,16,10,6,2,4,33,1,0.883,0.701,0,8,2,0,12,5,366,4,1.368,0,7,2,9,4,4,0,10,21,2,0.737,0.299,0,6,3,0,10,5,156,0,0.206,0,1,1
194,11,0,7,5,7,0,11,30,2,0.619,0.283,0,4,2,0,10,13,134,1,0.234,0,22,2,16,6,5,0,8,32,0,0.867,0.717,0,8,2,1,8,13,339,1,0.469,1,0,0
195,20,3,12,11,7,1,8,30,2,0.849,0.642,0,9,4,1,9,9,397,3,0.724,1,13,0,4,1,2,1,7,25,1,0.774,0.358,0,6,2,0,3,2,221,2,1.158,0,0,0
196,12,4,8,6,10,1,9,23,3,0.788,0.424,0,8,3,0,6,9,212,1,1.206,1,16,5,8,7,6,0,4,20,0,0.833,0.576,0,10,2,0,3,7,288,4,1.175,0,0,1
197,6,2,5,5,5,0,5,12,3,0.684,0.229,0,4,2,0,10,5,136,0,0.162,2,21,5,11,4,5,0,4,35,2,0.861,0.771,0,7,1,0,2,10,459,6,0.363,0,0,0
198,18,2,15,10,4,0,5,26,2,0.874,0.76,0,2,2,0,3,5,436,0,0.121,0,10,1,9,6,11,0,9,31,3,0.594,0.24,0,2,1,0,11,2,138,0,0.071,1,0,0
199,11,1,3,1,11,0,3,21,2,0.789,0.302,0,6,1,0,7,6,175,3,0.499,0,18,3,15,9,7,0,4,27,2,0.869,0.698,0,5,1,1,8,4,405,1,0.302,1,2,0
200,19,1,16,10,7,1,3,27,1,0.854,0.581,0,12,3,0,5,6,336,3,1.272,0,7,1,10,6,7,0,6,18,2,0.814,0.419,0,2,0,0,11,5,242,1,0.068,0,1,1
201,31,1,10,8,3,1,6,40,0,0.878,0.662,0,4,2,0,5,6,386,1,0.747,0,12,2,4,2,8,0,5,26,3,0.756,0.338,0,5,2,0,4,6,197,0,0.319,3,1,1
202,16,1,0,0,12,0,4,30,1,0.718,0.331,0,3,1,0,4,4,156,1,0.166,2,22,3,4,3,3,1,4,37,6,0.841,0.669,0,7,1,0,2,10,315,4,0.556,0,2,2
203,19,2,8,7,9,0,3,32,2,0.755,0.45,0,9,2,0,6,9,188,0,0.491,3,22,3,6,4,7,1,2,36,0,0.817,0.55,0,7,1,0,6,5,230,4,0.956,1,0,2
204,24,3,18,8,7,1,7,33,1,0.845,0.66,0,8,3,0,2,6,361,4,0.578,1,15,0,4,3,13,0,5,25,2,0.769,0.34,0,1,0,0,13,4,186,0,0.009,1,1,1
205,15,2,4,3,10,1,6,26,2,0.803,0.347,0,6,0,0,7,0,203,2,1.08,1,21,4,8,8,5,2,4,27,1,0.877,0.653,0,9,1,0,3,3,382,4,0.621,0,2,2
206,13,2,17,12,6,4,3,18,0,0.864,0.626,0,10,2,0,6,6,273,6,1.763,0,13,1,4,1,5,1,0,26,0,0.755,0.374,0,6,0,0,8,5,163,3,0.318,0,1,1
207,10,1,9,7,5,1,9,22,1,0.751,0.298,0,3,0,0,10,5,177,3,0.36,1,27,1,15,7,10,0,8,32,1,0.887,0.702,0,5,3,0,7,9,417,1,0.197,1,0,1
208,14,4,20,14,3,0,6,22,1,0.873,0.786,0,6,1,0,4,8,394,3,0.299,0,6,0,9,7,14,1,6,18,1,0.607,0.214,0,4,0,0,10,4,107,4,0.489,2,1,2
209,18,0,8,4,12,1,5,36,2,0.682,0.276,0,8,2,0,12,7,154,3,0.995,1,8,1,8,4,6,0,2,17,1,0.903,0.724,0,3,0,0,7,4,404,2,0.238,1,2,1
210,23,2,12,8,3,0,3,27,2,0.879,0.649,0,6,2,0,5,7,338,1,0.508,0,13,3,2,1,8,0,5,23,2,0.825,0.351,0,5,0,0,8,2,183,2,0.422,1,1,0
211,15,3,3,3,8,0,5,24,0,0.677,0.331,0,7,2,0,10,8,167,2,0.335,0,12,2,9,4,7,1,5,31,1,0.855,0.669,0,3,1,0,10,6,337,1,0.871,1,2,2
212,11,1,4,2,10,0,6,30,1,0.608,0.208,0,4,3,0,12,2,102,1,0.308,2,20,7,15,11,5,0,0,31,0,0.884,0.792,0,11,4,0,4,7,389,7,1.32,3,2,0
213,17,5,11,5,5,2,3,26,2,0.88,0.649,0,13,3,2,8,1,358,7,2.576,0,12,1,16,9,6,0,4,18,1,0.763,0.351,0,3,0,0,8,5,194,2,0.062,1,1,1
214,25,3,8,4,7,2,3,37,2,0.843,0.461,0,7,1,0,9,12,248,5,0.468,0,16,1,8,3,8,1,2,23,3,0.872,0.539,0,3,1,0,6,10,290,1,0.783,0,2,1
215,9,4,2,1,4,1,1,25,2,0.769,0.419,0,8,1,0,12,4,212,4,1.855,0,17,3,9,6,3,1,6,32,0,0.837,0.581,0,9,3,1,4,10,294,2,0.609,0,0,0
216,12,1,11,10,10,1,4,32,0,0.808,0.525,0,9,3,0,13,12,266,2,0.965,1,13,2,13,10,9,1,5,23,0,0.838,0.475,0,4,1,0,9,6,241,2,0.502,2,2,0
217,15,1,4,2,22,0,3,31,0,0.616,0.211,0,2,2,0,6,2,112,0,0.059,1,18,3,10,9,3,0,0,28,1,0.895,0.789,0,11,1,1,10,12,419,2,1.875,0,2,0
218,25,1,8,2,6,1,6,34,4,0.842,0.418,0,9,0,1,9,12,234,6,1.08,1,25,1,11,8,4,1,1,34,1,0.88,0.582,0,7,1,0,9,5,326,1,0.902,1,2,0
219,13,1,19,8,10,0,7,32,1,0.712,0.449,0,9,3,0,18,10,219,2,0.761,2,24,2,23,18,5,3,5,40,1,0.814,0.551,0,5,1,0,14,7,269,3,2.355,1,2,2
220,24,4,19,8,8,0,7,30,3,0.891,0.715,0,6,1,0,7,9,386,1,0.607,0,17,0,13,11,7,1,8,31,2,0.74,0.285,0,3,0,0,12,9,154,2,0.42,0,2,2
221,13,2,9,5,11,0,7,31,1,0.717,0.313,0,4,1,0,7,8,166,3,0.381,1,30,0,16,11,7,1,2,46,3,0.857,0.687,0,6,1,0,7,11,364,2,1.015,1,2,2
222,30,4,16,11,6,1,8,36,0,0.898,0.727,0,9,3,0,7,21,442,5,0.45,0,9,0,9,6,5,0,5,22,1,0.765,0.273,0,3,0,0,16,6,166,1,0.069,0,0,1
223,18,4,9,8,9,3,9,27,2,0.842,0.687,0,11,6,1,7,8,349,3,1.353,0,11,1,8,6,7,1,4,29,0,0.686,0.313,0,2,0,0,1,8,159,1,0.099,1,1,1
224,13,5,15,11,11,0,15,23,1,0.771,0.289,0,10,3,0,16,7,140,3,0.648,0,23,1,20,12,6,0,0,31,1,0.866,0.711,0,4,1,0,7,9,344,2,0.534,1,0,0
225,15,1,4,4,5,0,6,33,1,0.798,0.395,0,3,0,0,6,2,223,2,0.117,0,8,2,7,3,10,2,5,13,4,0.883,0.605,0,4,1,0,3,7,341,2,1.282,1,2,2
